,count(p.gender),FemaleCount,MaleCount,OtherCount,title,year,Female+Male
2580,9,3,6,0,Patang,2011,
2581,38,12,26,0,Patiala House,2011,
2582,10,5,5,0,Phhir,2011,
2583,9,3,6,0,Pyaar Ka Punchnama,2011,
2584,45,11,34,0,Ra.One,2011,
2585,7,4,3,0,Ragini MMS,2011,
2586,15,3,12,0,Rascals,2011,
2587,39,13,26,0,Ready,2011,
2588,22,8,14,0,Rockstar,2011,
2589,9,2,7,0,Sadda Adda,2011,
2590,37,8,29,0,Saheb Biwi Aur Gangster,2011,
2591,13,4,9,0,Sahi Dhandhe Galat Bande,2011,
2592,38,6,32,0,Satrangee Parachute,2011,
2593,17,3,14,0,Shabri,2011,
2594,16,3,13,0,Shagird,2011,
2595,18,6,12,0,Shaitan,2011,
2596,29,8,21,0,Shuttlecock Boys,2011,
2597,26,6,20,0,Singham,2011,
2598,26,12,14,0,Soundtrack,2011,
2599,17,2,15,0,Stanley Ka Dabba,2011,
2600,13,4,9,0,Tanu Weds Manu,2011,
2601,6,1,5,0,Teen Thay Bhai,2011,
2602,19,7,12,0,Tell Me O Kkhuda,2011,
2603,22,10,12,0,Tere Mere Phere,2011,
2604,24,15,9,0,Thank You,2011,
2605,58,18,40,0,The Best Exotic Marigold Hotel,2011,
2606,15,6,9,0,The Dirty Picture,2011,
2607,12,6,6,0,The Train,2011,
2608,28,13,15,0,Trishna,2011,
2609,45,21,24,0,Turning 30!!!,2011,
2610,14,6,8,0,U R My Jaan,2011,
2611,13,3,10,0,Utt Pataang,2011,
2612,11,5,6,0,Vedi,2011,
2613,8,0,8,0,Veettilekkulla Vazhi,2011,
2614,13,4,9,0,Vishnuvardhana,2011,
2615,20,6,14,0,Yamla Pagla Deewana,2011,
2616,13,6,7,0,Yeh Dooriyan,2011,
2617,16,3,13,0,Yeh Saali Zindagi,2011,
2618,34,14,20,0,Zindagi Na Milegi Dobara,2011,
2619,11,5,6,0,Zokkomon,2011,
2620,7,3,4,0,100% Love,2012,
2621,7,3,4,0,1920: Evil Returns,2012,
2622,8,5,3,0,3 Bachelors,2012,
2623,7,2,5,0,5 Ghantey Mien 5 Crore,2012,
2624,30,6,24,0,7 Welcome to London,2012,
2625,6,2,4,0,?: A Question Mark,2012,
2626,23,6,17,0,Agent Vinod,2012,
2627,23,9,14,0,Agneepath,2012,
2628,30,9,21,0,Aiyyaa,2012,
2629,9,3,6,0,Ajab Gazabb Love,2012,
2630,26,2,24,0,Arjun: The Warrior Prince,2012,
2631,29,2,27,0,Ata Pata Lapatta,2012,
2632,13,6,7,0,B.A. Pass,2012,
2633,26,11,15,0,Barfi!,2012,
2634,5,3,2,0,Bhoot Returns,2012,
2635,8,2,6,0,Bittoo Boss,2012,
2636,6,2,4,0,Blood Money,2012,
2637,10,5,5,0,Bol Bachchan,2012,
2638,9,1,8,0,Bumboo,2012,
2639,10,3,7,0,Chaalis Chauraasi,2012,
2640,21,5,16,0,Chaar Din Ki Chandni,2012,
2641,15,2,13,0,Chakravyuh,2012,
2642,15,5,10,0,Challo Driver,2012,
2643,14,4,10,0,Chhodo Kal Ki Baatein,2012,
2644,9,2,7,0,Chhota Bheem and the Curse of Damyaan,2012,
2645,38,6,32,0,Chittagong,2012,
2646,90,29,61,0,Cocktail,2012,
2647,20,5,15,0,Daal Mein Kuch Kaala Hai,2012,
2648,25,7,18,0,Dabangg 2,2012,
2649,9,3,6,0,Dangerous Ishhq,2012,
2650,30,8,22,0,Delhi Safari,2012,
2651,10,5,5,0,Department,2012,
2652,8,3,5,0,Diary of a Butterfly,2012,
2653,9,1,8,0,Edegarike,2012,
2654,16,3,13,0,Eega,2012,
2655,27,12,15,0,Ek Main Aur Ekk Tu,2012,
2656,33,6,27,0,Ek Tha Tiger,2012,
2657,13,6,7,0,Ekk Deewana Tha,2012,
2658,46,19,27,0,English Vinglish,2012,
2659,10,3,7,0,Fatso!,2012,
2660,18,4,14,0,Ferrari Ki Sawaari,2012,
2661,5,0,5,0,Filmistaan,2012,
2662,13,7,6,0,From Sydney with Love,2012,
2663,13,5,8,0,Future to Bright Hai Ji,2012,
2664,19,3,16,0,Gali Gali Chor Hai,2012,
2665,25,5,20,0,Gangs of Wasseypur,2012,
2666,11,3,8,0,Ghost,2012,
2667,20,7,13,0,Hate Story,2012,
2668,25,14,11,0,Heroine,2012,
2669,29,11,18,0,Housefull 2,2012,
2670,37,12,25,0,I.D.,2012,
2671,20,6,14,0,Ishaqzaade,2012,
2672,107,42,65,0,Jab Tak Hai Jaan,2012,
2673,8,3,5,0,Jalpari: The Desert Mermaid,2012,
2674,12,1,11,0,Jannat 2,2012,
2675,6,1,5,0,Jism 2,2012,
2676,11,6,5,0,Jodi Breakers,2012,
2677,22,8,14,0,Joker,2012,
2678,40,8,32,0,Kahaani,2012,
2679,9,4,5,0,Kaksparsh,2012,
2680,10,3,7,0,Kamaal Dhamaal Malamaal,2012,
2681,16,3,13,0,Kevi Rite Jaish,2012,
2682,22,3,19,0,Khiladi 786,2012,
2683,11,4,7,0,Khokababu,2012,
2684,18,3,15,0,Kismet Love Paisa Dilli,2012,
2685,25,11,14,0,Krishna Aur Kans,2012,
2686,16,4,12,0,Kyaa Super Kool Hain Hum,2012,
2687,22,7,15,0,Le Halua Le,2012,
2688,19,1,18,0,Life Ki Toh Lag Gayi,2012,
2689,42,13,29,0,Life of Pi,2012,
2690,29,9,20,0,Life! Camera Action...,2012,
2691,15,4,11,0,Login,2012,
2692,23,10,13,0,London Paris New York,2012,
2693,29,11,18,0,Luv Shuv Tey Chicken Khurana,2012,
2694,16,4,12,0,Luv U Soniyo,2012,
2695,8,2,6,0,Maharana Pratap: The First Freedom Fighter,2012,
2696,9,3,6,0,Maximum,2012,
2697,16,4,12,0,Mere Dost Picture Abhi Baaki Hai,2012,
2698,100,26,74,0,Midnight's Children,2012,
2699,112,34,78,0,Miss Lovely,2012,
2700,14,7,7,0,Mr Bhatti on Chutti,2012,
2701,5,0,5,0,Mumbai Cha Raja,2012,
2702,37,11,26,0,OMG: Oh My God!,2012,
2703,18,9,9,0,Oass,2012,
2704,15,2,13,0,Paan Singh Tomar,2012,
2705,7,2,5,0,Peddlers,2012,
2706,16,4,12,0,Players,2012,
2707,4,2,2,0,Raaz 3: The Third Dimension,2012,
2708,28,10,18,0,Rowdy Rathore,2012,
2709,9,3,6,0,Rush,2012,
2710,17,3,14,0,Shahid,2012,
2711,14,4,10,0,Shanghai,2012,
2712,77,26,51,0,Ship of Theseus,2012,
2713,9,5,4,0,Shirin Farhad Ki Toh Nikal Padi,2012,
2714,20,4,16,0,Shudra the Rising,2012,
2715,13,3,10,0,Son of Sardaar,2012,
2716,4,0,4,0,Sons of Ram,2012,
2717,25,12,13,0,Student of the Year,2012,
2718,80,27,53,0,Talaash,2012,
2719,9,5,4,0,Tere Naal Love Ho Gaya,2012,
2720,13,3,10,0,Teri Meri Kahaani,2012,
2721,26,8,18,0,Testing Movie,2012,
2722,98,30,68,0,Tezz,2012,
2723,48,12,36,0,Thaandavam,2012,
2724,126,39,87,0,The Avengers,2012,
2725,50,19,31,0,The Domino Effect,2012,
2726,22,5,17,0,Thuppakki,2012,
2727,13,5,8,0,Vicky Donor,2012,
2728,7,3,4,0,Will You Marry Me,2012,
2729,8,5,3,0,Yeh Jo Mohabbat Hai,2012,
2730,15,8,7,0,3G - A Killer Connection,2013,
2731,51,13,38,0,A Good Day to Die Hard,2013,
2732,7,3,4,0,A New Love Ishtory,2013,
2733,13,3,10,0,ABCD Any Body Can Dance,2013,
2734,9,4,5,0,Aadhi Bhagavan,2013,
2735,13,2,11,0,Aashiqui 2,2013,
2736,12,5,7,0,Aatma,2013,
2737,7,3,4,0,Akaash Vani,2013,
2738,32,7,25,0,Ankhon Dekhi,2013,
2739,10,4,6,0,Ankur Arora Murder Case,2013,
2740,16,6,10,0,Attahaasa,2013,
2741,14,7,7,0,Aurangzeb,2013,
2742,6,2,4,0,Baat Bann Gayi,2013,
2743,30,9,21,0,Bachchan,2013,
2744,15,7,8,0,Bajatey Raho,2013,
2745,4,1,3,0,Bandook,2013,
2746,8,3,5,0,Besharam,2013,
2747,34,7,27,0,Bhaag Milkha Bhaag,2013,
2748,30,10,20,0,Bombay Talkies,2013,
2749,23,4,19,0,Boss,2013,
2750,15,2,13,0,Bullett Raja,2013,
2751,9,3,6,0,Chashme Baddoor,2013,
2752,8,2,6,0,Chennai Express,2013,
2753,3,0,3,0,Chhota Bheem and the Throne of Bali,2013,
2754,15,2,13,0,Chor chor super chor,2013,
2755,14,8,6,0,Club 60,2013,
2756,38,7,31,0,Commando,2013,
2757,69,10,59,0,D-Day,2013,
2758,37,13,24,0,Dabba,2013,
2759,26,10,16,0,David,2013,
2760,12,3,9,0,Deewana Main Deewana,2013,
2761,102,45,57,0,Dhoom:3,2013,
2762,6,2,4,0,Dracula 2012,2013,
2763,30,14,16,0,Ek Thi Daayan,2013,
2764,14,3,11,0,Enemmy,2013,
2765,40,11,29,0,Fukrey,2013,
2766,10,6,4,0,Gangoobai,2013,
2767,12,3,9,0,Ghanchakkar,2013,
2768,33,20,13,0,Gippi,2013,
2769,7,2,5,0,Go Goa Gone,2013,
2770,50,11,39,0,Goliyon Ki Rasleela Ram-Leela,2013,
2771,3,0,3,0,Goopi Gawaiya Bagha Bajaiya,2013,
2772,12,7,5,0,Gori Tere Pyaar Mein!,2013,
2773,11,6,5,0,Grand Masti,2013,
2774,17,8,9,0,Himmatwala,2013,
2775,12,6,6,0,Horror Story,2013,
2776,9,3,6,0,Hum Hai Raahi CAR Ke,2013,
2777,17,9,8,0,"I, Me aur Main",2013,
2778,17,5,12,0,Inkaar,2013,
2779,8,2,6,0,Irandam Ulagam,2013,
2780,5,3,2,0,Ishk Actually,2013,
2781,10,5,5,0,Ishkq in Paris,2013,
2782,25,4,21,0,Issaq,2013,
2783,19,3,16,0,Jackpot,2013,
2784,21,5,16,0,Jal,2013,
2785,6,1,5,0,Jayantabhai Ki Luv Story,2013,
2786,17,3,14,0,John Day,2013,
2787,16,3,13,0,Jolly LLB,2013,
2788,6,0,6,0,Kaafiron Ki Namaaz,2013,
2789,16,3,13,0,Kai po che!,2013,
2790,16,1,15,0,Kajarya,2013,
2791,46,17,29,0,Krrish 3,2013,
2792,5,0,5,0,Lakeer Ka Fakeer,2013,
2793,11,3,8,0,Lateef,2013,
2794,5,2,3,0,Liar's Dice,2013,
2795,20,9,11,0,Listen... Amaya,2013,
2796,23,3,20,0,Lootera,2013,
2797,14,2,12,0,Maazii,2013,
2798,20,4,16,0,Madras Cafe,2013,
2799,9,2,7,0,Mahabharat,2013,
2800,5,3,2,0,Mai,2013,
2801,21,6,15,0,Main Krishna Hoon,2013,
2802,4,3,1,0,Mangalashtak Once More,2013,
2803,9,3,6,0,Mastram,2013,
2804,11,3,8,0,Matru ki Bijlee ka Mandola,2013,
2805,11,5,6,0,Mere Dad Ki Maruti,2013,
2806,13,2,11,0,Meridian Lines,2013,
2807,10,2,8,0,Mickey Virus,2013,
2808,37,11,26,0,Monsoon Shootout,2013,
2809,12,2,10,0,Mumbai Mirror,2013,
2810,6,3,3,0,Murder 3,2013,
2811,13,3,10,0,Nasha,2013,
2812,27,5,22,0,Nautanki Saala!,2013,
2813,37,17,20,0,Not Today,2013,
2814,68,15,53,0,Once Upon a Time in Mumbai Dobaara!,2013,
2815,20,6,14,0,Ooops a Desi,2013,
2816,4,1,3,0,Pattathu Yaanai,2013,
2817,22,3,19,0,Phata Poster Nikhla Hero,2013,
2818,7,2,5,0,Phoring,2013,
2819,18,3,15,0,Policegiri,2013,
2820,7,3,4,0,Prague,2013,
2821,30,13,17,0,Queen,2013,
2822,17,6,11,0,R... Rajkumar,2013,
2823,22,8,14,0,Raanjhanaa,2013,
2824,14,8,6,0,Rabba Main Kya Karoon,2013,
2825,18,5,13,0,Race 2,2013,
2826,14,4,10,0,Rajdhani Express,2013,
2827,39,11,28,0,Rajjo,2013,
2828,12,4,8,0,Ramaiya Vastavaiya,2013,
2829,15,5,10,0,Rangrezz,2013,
2830,17,4,13,0,Rise of the Zombie,2013,
2831,8,1,7,0,Saare Jahaan Se Mehnga...,2013,
2832,8,1,7,0,Sahasam,2013,
2833,11,3,8,0,Saheb Biwi Aur Gangster Returns,2013,
2834,9,2,7,0,Satya 2,2013,
2835,18,6,12,0,Satyagraha,2013,
2836,31,7,24,0,Shootout at Wadala,2013,
2837,13,4,9,0,Shortcut Romeo,2013,
2838,11,5,6,0,Shorts,2013,
2839,19,3,16,0,Shree,2013,
2840,31,8,23,0,Shuddh Desi Romance,2013,
2841,66,14,52,0,Siddharth,2013,
2842,37,11,26,0,Singam 2,2013,
2843,20,4,16,0,Singh Saab the Great,2013,
2844,18,7,11,0,Sixteen,2013,
2845,11,5,6,0,Sona Spa,2013,
2846,8,1,7,0,Sooper Se Ooper,2013,
2847,86,12,74,0,Special Chabbis,2013,
2848,22,9,13,0,Sri Siddhartha Gautama,2013,
2849,23,9,14,0,Super Model,2013,
2850,25,6,19,0,Table No.21,2013,
2851,18,1,17,0,The Attacks of 26/11,2013,
2852,7,3,4,0,The Good Road,2013,
2853,52,13,39,0,The Lovers,2013,
2854,45,10,35,0,Ugly,2013,
2855,13,4,9,0,Vakratunda Mahakaaya,2013,
2856,18,5,13,0,Varadanayaka,2013,
2857,16,3,13,0,Vishwaroopam,2013,
2858,9,2,7,0,War Chod Na Yaar,2013,
2859,9,3,6,0,Warning,2013,
2860,11,4,7,0,What the Fish,2013,
2861,130,42,88,0,Yamla Pagla Deewana 2,2013,
2862,33,17,16,0,Yeh Jawaani Hai Deewani,2013,
2863,19,5,14,0,Zanjeer,2013,
2864,25,7,18,0,Zila Ghaziabad,2013,
2865,10,4,6,0,Zindagi 50 50,2013,
2866,11,4,7,0,2 States,2014,
2867,4,1,3,0,3 AM: A Paranormal Experience,2014,
2868,7,2,5,0,6-5=2,2014,
2869,21,4,17,0,Action Jackson,2014,
2870,27,19,8,0,Amit Sahni Ki List,2014,
2871,21,4,17,0,Anjaan,2014,
2872,6,3,3,0,Babloo Happy Hai,2014,
2873,7,2,5,0,Badlapur Boys,2014,
2874,23,5,18,0,Bang Bang,2014,
2875,6,3,3,0,Bewakoofiyaan,2014,
2876,41,11,30,0,Bhoothnath Returns,2014,
2877,25,6,19,0,Bhopal: A Prayer for Rain,2014,
2878,29,9,20,0,Bing feng: Chong sheng zhi men,2014,
2879,52,24,28,0,Bobby Jasoos,2014,
2880,2,0,2,0,Chaar Sahibzaade,2014,
2881,25,3,22,0,Chal Bhaag,2014,
2882,10,4,6,0,Chauranga,2014,
2883,28,6,22,0,Children of War,2014,
2884,11,4,7,0,City Lights,2014,
2885,11,6,5,0,Court,2014,
2886,8,2,6,0,Creature,2014,
2887,78,26,52,0,Daawat-e-Ishq,2014,
2888,16,6,10,0,Darr @ the Mall,2014,
2889,7,2,5,0,Dedh Ishqiya,2014,
2890,11,2,9,0,Dekh Tamasha Dekh,2014,
2891,12,3,9,0,Desi Kattey,2014,
2892,11,2,9,0,Dishkiyaoon,2014,
2893,15,8,7,0,Ek Villain,2014,
2894,13,4,9,0,Ekkees Toppon Ki Salaami,2014,
2895,33,13,20,0,Finding Fanny,2014,
2896,15,5,10,0,Fugly,2014,
2897,13,3,10,0,Gang of Ghosts,2014,
2898,38,11,27,0,Gollu aur Pappu,2014,
2899,9,6,3,0,Gulaab Gang,2014,
2900,15,1,14,0,Gunday,2014,
2901,16,2,14,0,Haider,2014,
2902,31,15,16,0,Happy Ending,2014,
2903,29,7,22,0,Happy New Year,2014,
2904,79,26,53,0,Hasee Toh Phasee,2014,
2905,23,6,17,0,Hate Story 2,2014,
2906,30,14,16,0,Hawaa Hawaai,2014,
2907,5,2,3,0,Heartless,2014,
2908,21,6,15,0,Heropanti,2014,
2909,66,18,48,0,Highway,2014,
2910,22,6,16,0,Holiday,2014,
2911,38,9,29,0,Humpty Sharma Ki Dulhania,2014,
2912,69,12,57,0,Humshakals,2014,
2913,29,13,16,0,I Origins,2014,
2914,20,4,16,0,Identity Card,2014,
2915,21,4,17,0,It's Entertainment,2014,
2916,35,10,25,0,Jai Ho,2014,
2917,10,5,5,0,Jigariyaa,2014,
2918,32,10,22,0,Jilla,2014,
2919,12,4,8,0,Kaanchi,2014,
2920,10,1,9,0,Karle Pyaar Karle,2014,
2921,15,5,10,0,Khoobsurat,2014,
2922,12,3,9,0,Khwaabb,2014,
2923,20,6,14,0,Kick,2014,
2924,10,1,9,0,Kill Dil,2014,
2925,12,3,9,0,Kochadaiiyaan,2014,
2926,9,2,7,0,Koyelaanchal,2014,
2927,6,3,3,0,Kuku Mathur Ki Jhand Ho Gayi,2014,
2928,3,0,3,0,Kya Dilli Kya Lahore,2014,
2929,7,5,2,0,Lakshmi,2014,
2930,16,7,9,0,Lekar Hum Deewana Dil,2014,
2931,21,2,19,0,Little Terrors,2014,
2932,7,2,5,0,Lucky Kabootar,2014,
2933,16,7,9,0,M.A.D: Mad About Dance,2014,
2934,33,12,21,0,Maanikya,2014,
2935,14,4,10,0,Machhli Jal Ki Rani Hai,2014,
2936,9,4,5,0,Main Aur Mr. Riight,2014,
2937,19,5,14,0,Main Tera Hero,2014,
2938,19,3,16,0,Manjunath,2014,
2939,19,4,15,0,Mardaani,2014,
2940,26,9,17,0,Margarita with a Straw,2014,
2941,14,4,10,0,Mary Kom,2014,
2942,15,1,14,0,Masala Republic,2014,
2943,111,30,81,0,Million Dollar Arm,2014,
2944,15,4,11,0,Mr Joe B. Carvalho,2014,
2945,6,3,3,0,Mumbai 125 KM 3D,2014,
2946,2,1,1,0,Mumbai Delhi Mumbai,2014,
2947,36,4,32,0,Myeong-ryang,2014,
2948,5,2,3,0,Nanak Shah Fakir,2014,
2949,13,5,8,0,O Teri,2014,
2950,16,6,10,0,One by Two,2014,
2951,9,4,5,0,Oraalppokkam,2014,
2952,27,8,19,0,PK,2014,
2953,7,2,5,0,Paranthe Wali Gali,2014,
2954,16,5,11,0,Pizza,2014,
2955,51,10,41,0,Punjab 1984,2014,
2956,14,6,8,0,Purani Jeans,2014,
2957,10,3,7,0,ROAR: Tigers of the Sundarbans,2014,
2958,28,13,15,0,Ragini MMS 2,2014,
2959,11,2,9,0,Raja Natwarlal,2014,
2960,9,2,7,0,Revolver Rani,2014,
2961,21,7,14,0,Samrat & Co.,2014,
2962,8,4,4,0,Shaadi Ke Side Effects,2014,
2963,42,6,36,0,Shuruaat Ka Interval,2014,
2964,22,3,19,0,Sin-ui hansu,2014,
2965,27,8,19,0,Singham Returns,2014,
2966,6,2,4,0,Sonali Cable,2014,
2967,9,2,7,0,Station,2014,
2968,9,3,6,0,Sulemani Keeda,2014,
2969,22,7,15,0,Sultanat,2014,
2970,10,7,3,0,Super Nani,2014,
2971,32,7,25,0,Surkhaab,2014,
2972,10,1,9,0,Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,
2973,16,8,8,0,The Hero of Color City,2014,
2974,40,13,27,0,The Hundred-Foot Journey,2014,
2975,18,8,10,0,The Shaukeens,2014,
2976,13,6,7,0,The Xpose,2014,
2977,23,6,17,0,Tigers,2014,
2978,23,7,16,0,Titli,2014,
2979,13,8,5,0,Titoo MBA,2014,
2980,28,7,21,0,Total Siyapaa,2014,
2981,8,3,5,0,Trip to Bhangarh: Asia's Most Haunted Place,2014,
2982,44,12,32,0,Unfreedom,2014,
2983,19,5,14,0,Ungli,2014,
2984,21,5,16,0,Ya Rab,2014,
2985,14,2,12,0,Yaan,2014,
2986,15,8,7,0,Yaariyan,2014,
2987,10,3,7,0,Yeh Hai Bakrapur,2014,
2988,23,7,16,0,Yevadu,2014,
2989,9,3,6,0,Youngistaan,2014,
2990,13,3,10,0,Zed Plus,2014,
2991,7,3,4,0,Zid,2014,
2992,14,3,11,0,31st October,2015,
2993,16,1,15,0,Ab Tak Chhappan 2,2015,
2994,14,3,11,0,Aligarh,2015,
2995,10,2,8,0,All Is Well,2015,
2996,9,6,3,0,Alone,2015,
2997,12,6,6,0,Angry Indian Goddesses,2015,
2998,40,19,21,0,Any Body Can Dance 2,2015,
2999,10,2,8,0,Baankey Ki Crazy Baraat,2015,
3000,19,3,16,0,Baby,2015,
3001,15,6,9,0,Badlapur,2015,
3002,5,2,3,0,Badmashiyaan,2015,
3003,22,9,13,0,Bahubali: The Beginning,2015,
3004,41,11,30,0,Bajirao Mastani,2015,
3005,121,20,101,0,Bajrangi Bhaijaan,2015,
3006,28,6,22,0,Bangistan,2015,
3007,10,3,7,0,Barefoot to Goa,2015,
3008,7,3,4,0,Barkhaa,2015,
3009,25,9,16,0,Bezubaan Ishq,2015,
3010,13,6,7,0,Bhaag Johnny,2015,
3011,71,22,49,0,Bombay Velvet,2015,
3012,45,9,36,0,Brothers,2015,
3013,21,7,14,0,Calendar Girls,2015,
3014,11,4,7,0,Charlie Kay Chakkar Mein,2015,
3015,6,2,4,0,Chinar Daastaan-E-Ishq,2015,
3016,5,3,2,0,Coffee Bloom,2015,
3017,19,5,14,0,De surprise,2015,
3018,24,4,20,0,Detective Byomkesh Bakshy!,2015,
3019,26,6,20,0,Dhanak,2015,
3020,9,4,5,0,Dharam Sankat Mein,2015,
3021,36,12,24,0,Dil Dhadakne Do,2015,
3022,7,3,4,0,Dilliwaali Zaalim Girlfriend,2015,
3023,33,5,28,0,Dilwale,2015,
3024,8,1,7,0,Dirty Politics,2015,
3025,11,3,8,0,Dolly Ki Doli,2015,
3026,58,11,47,0,Drishyam,2015,
3027,43,14,29,0,Dum Laga Ke Haisha,2015,
3028,31,10,21,0,Ek Paheli Leela,2015,
3029,22,8,14,0,Gabbar is Back,2015,
3030,32,7,25,0,Gour Hari Dastaan: The Freedom File,2015,
3031,5,3,2,0,Guddu Ki Gun,2015,
3032,12,1,11,0,Guddu Rangeela,2015,
3033,15,7,8,0,Halla Gulla,2015,
3034,14,5,9,0,Hamari Adhuri Kahani,2015,
3035,6,2,4,0,Haraamkhor,2015,
3036,8,3,5,0,Hate Story 3,2015,
3037,10,4,6,0,Hawaizaada,2015,
3038,12,3,9,0,Hero,2015,
3039,14,2,12,0,Hey Bro,2015,
3040,18,12,6,0,Hunterrr,2015,
3041,10,5,5,0,I Love New Year,2015,
3042,4,1,3,0,Ishqedarriyaan,2015,
3043,20,7,13,0,Island City,2015,
3044,9,3,6,0,Jaanisaar,2015,
3045,23,9,14,0,Jazbaa,2015,
3046,7,2,5,0,Kaagaz Ke Fools,2015,
3047,10,3,7,0,Katti Batti,2015,
3048,12,4,8,0,Kaun Kitney Paani Mein,2015,
3049,6,2,4,0,Khamoshiyan,2015,
3050,4,0,4,0,Khoya,2015,
3051,14,6,8,0,Kis Kisko Pyaar Karoon,2015,
3052,17,5,12,0,Kuch Kuch Locha Hai,2015,
3053,10,2,8,0,Loev,2015,
3054,13,8,5,0,Luv U Alia,2015,
3055,8,1,7,0,MSG 2 the Messenger,2015,
3056,7,3,4,0,MSG: The Messenger of God,2015,
3057,34,10,24,0,Main Aur Charles,2015,
3058,45,11,34,0,Manjhi: The Mountain Man,2015,
3059,28,11,17,0,Marry Me - Aber bitte auf Indisch,2015,
3060,60,11,49,0,Masaan,2015,
3061,21,5,16,0,Meeruthiya Gangsters,2015,
3062,6,1,5,0,Miss Tanakpur Haazir Ho,2015,
3063,7,2,5,0,Mohalla Assi,2015,
3064,6,1,5,0,Monsoon,2015,
3065,13,3,10,0,Mr. X,2015,
3066,28,5,23,0,Mrs. Scooter,2015,
3067,16,4,12,0,NH10,2015,
3068,9,4,5,0,Nil Battey Sannata,2015,
3069,6,1,5,0,Once Upon a Time in Bihar,2015,
3070,20,4,16,0,P Se PM Tak,2015,
3071,37,16,21,0,Parched,2015,
3072,97,40,57,0,Phantom,2015,
3073,33,11,22,0,Piku,2015,
3074,123,39,84,0,Pixels,2015,
3075,48,12,36,0,Prem Ratan Dhan Payo,2015,
3076,10,4,6,0,Puli,2015,
3077,11,6,5,0,Pyaar Ka Punchnama 2,2015,
3078,19,6,13,0,Rahasya,2015,
3079,7,1,6,0,Ranbanka,2015,
3080,43,13,30,0,Ranna,2015,
3081,11,3,8,0,Roy,2015,
3082,32,7,25,0,Rudhramadevi,2015,
3083,28,10,18,0,S/O Satyamurthy,2015,
3084,14,6,8,0,Second Hand Husband,2015,
3085,26,12,14,0,Shaandaar,2015,
3086,55,22,33,0,Shamitabh,2015,
3087,5,2,3,0,Sharafat Gayi Tel Lene,2015,
3088,18,6,12,0,Singh Is Bliing,2015,
3089,22,5,17,0,Talvar,2015,
3090,15,4,11,0,Tamasha,2015,
3091,13,2,11,0,Tanu Weds Manu Returns,2015,
3092,13,4,9,0,Tevar,2015,
3093,9,3,6,0,The Bright Day,2015,
3094,76,22,54,0,The Challenger,2015,
3095,11,3,8,0,The Perfect Girl,2015,
3096,8,4,4,0,The Silence,2015,
3097,12,1,11,0,The Silent Heroes,2015,
3098,11,1,10,0,Time Out,2015,
3099,114,32,82,0,Train Station,2015,
3100,47,10,37,0,Umrika,2015,
3101,21,5,16,0,Utopia,2015,
3102,26,10,16,0,Uvaa,2015,
3103,9,4,5,0,Waiting,2015,
3104,11,7,4,0,Wedding Pullav,2015,
3105,22,7,15,0,Welcome Back,2015,
3106,50,13,37,0,Welcome to Karachi,2015,
3107,13,12,1,0,X: Past Is Present,2015,
3108,28,9,19,0,Xun Long Jue,2015,
3109,5,3,2,0,Yaara Silly Silly,2015,
3110,17,4,13,0,Zubaan,2015,
3111,25,11,14,0,1920 London,2016,
3112,10,4,6,0,1:13:7 Ek Tera Saath,2016,
3113,12,2,10,0,7 Hours to Go,2016,
3114,19,10,9,0,A Death in the Gunj,2016,
3115,9,4,5,0,A Flying Jatt,2016,
3116,7,3,4,0,A Scandall,2016,
3117,14,5,9,0,Aadupuliyattam,2016,
3118,79,44,35,0,Ae Dil Hai Mushkil,2016,
3119,45,14,31,0,Airlift,2016,
3120,41,16,25,0,Akira,2016,
3121,6,1,5,0,Autohead,2016,
3122,56,17,39,0,Azhar,2016,
3123,17,1,16,0,Baaghi,2016,
3124,65,12,53,0,Baar Baar Dekho,2016,
3125,13,4,9,0,Banjo,2016,
3126,42,21,21,0,Befikre,2016,
3127,6,2,4,0,Beiimaan Love,2016,
3128,12,3,9,0,Bhouri,2016,
3129,27,10,17,0,Bollywood Diaries,2016,
3130,6,3,3,0,Buddha in a Traffic Jam,2016,
3131,10,4,6,0,Budhia Singh: Born to Run,2016,
3132,169,34,135,0,Captain America: Civil War,2016,
3133,1,0,1,0,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,
3134,14,8,6,0,Chalk N Duster,2016,
3135,13,3,10,0,Chhota Bheem Himalayan Adventure,2016,
3136,13,3,10,0,Chudail Story,2016,
3137,6,2,4,0,Crd,2016,
3138,21,6,15,0,Dangal,2016,
3139,7,3,4,0,Days of Tafree,2016,
3140,6,2,4,0,Dear Dad,2016,
3141,54,16,38,0,Dear Zindagi,2016,
3142,32,9,23,0,Dev Bhoomi,2016,
3143,15,4,11,0,Dhruva,2016,
3144,8,1,7,0,Direct Ishq,2016,
3145,50,8,42,0,Dishoom,2016,
3146,6,1,5,0,Do Lafzon Ki Kahani,2016,
3147,9,2,7,0,Dongri Ka Raja,2016,
3148,126,41,85,0,Fan,2016,
3149,6,4,2,0,Fever,2016,
3150,21,10,11,0,Fitoor,2016,
3151,17,2,15,0,Force 2,2016,
3152,26,6,20,0,Freaky Ali,2016,
3153,16,6,10,0,Fuddu,2016,
3154,2,0,2,0,Gauru: Journey of Courage,2016,
3155,28,11,17,0,Ghayal Once Again,2016,
3156,4,1,3,0,Global Baba,2016,
3157,28,12,16,0,Great Grand Masti,2016,
3158,21,5,16,0,Happy Bhag Jayegi,2016,
