,count(p.gender),FemaleCount,MaleCount,OtherCount,title,year,Female+Male
625,6,2,4,0,Zara Si Zindagi,1983,
626,32,8,24,0,A Passage to India,1984,
627,29,9,20,0,Aaj Ki Awaz,1984,
628,8,2,6,0,Ab Ayega Mazaa,1984,
629,11,5,6,0,Abodh,1984,
630,20,8,12,0,Andar Baahar,1984,
631,21,7,14,0,Baazi,1984,
632,27,7,20,0,Boxer,1984,
633,36,6,30,0,Duniya,1984,
634,7,4,3,0,Enakkul Oruvan,1984,
635,15,5,10,0,Ghar Ek Mandir,1984,
636,8,3,5,0,Hip Hip Hurray,1984,
637,18,3,15,0,Inquilaab,1984,
638,12,5,7,0,Jaag Utha Insan,1984,
639,29,7,22,0,Jagir,1984,
640,20,5,15,0,Kasam Paida Karne Wale Ki,1984,
641,4,3,1,0,Khandhar,1984,
642,25,8,17,0,Lakhon Ki Baat,1984,
643,17,4,13,0,Maqsad,1984,
644,17,2,15,0,Mashaal,1984,
645,22,4,18,0,Mohan Joshi Hazir Ho!,1984,
646,8,1,7,0,My Dear Kuttichaathan,1984,
647,35,9,26,0,Paar,1984,
648,9,6,3,0,Paroma,1984,
649,26,7,19,0,Party,1984,
650,19,8,11,0,Purana Mandir,1984,
651,5,3,2,0,Pyasa Shaitan,1984,
652,24,7,17,0,Raaj Tilak,1984,
653,23,1,22,0,Saaransh,1984,
654,27,4,23,0,Sharaabi,1984,
655,33,9,24,0,Sohni Mahiwal,1984,
656,11,3,8,0,Sunny,1984,
657,12,6,6,0,Tohfa,1984,
658,28,10,18,0,Utsav,1984,
659,21,8,13,0,Aakhir Kyon?,1985,
660,14,3,11,0,Adventures of Tarzan,1985,
661,13,3,10,0,Aghaat,1985,
662,10,3,7,0,Aitbaar,1985,
663,21,6,15,0,Alag Alag,1985,
664,9,4,5,0,Ankahee,1985,
665,32,7,25,0,Arjun,1985,
666,26,7,19,0,Awara Baap,1985,
667,4,2,2,0,Damul,1985,
668,31,7,24,0,Geraftaar,1985,
669,16,5,11,0,Ghulami,1985,
670,23,5,18,0,Holi,1985,
671,18,6,12,0,Hum Naujawan,1985,
672,20,7,13,0,Jhoothi,1985,
673,21,5,16,0,Mard,1985,
674,10,5,5,0,Masterji,1985,
675,16,6,10,0,Meri Jung,1985,
676,9,4,5,0,Mohabbat,1985,
677,4,1,3,0,Oru Kaidhiyin Diary,1985,
678,15,8,7,0,Pataal Bhairavi,1985,
679,16,7,9,0,Pyar Jhukta Nahin,1985,
680,11,8,3,0,Pyari Behna,1985,
681,31,9,22,0,Ram Teri Ganga Maili,1985,
682,13,5,8,0,Saagar,1985,
683,30,10,20,0,Saaheb,1985,
684,10,5,5,0,Sanjog,1985,
685,18,9,9,0,Tawaif,1985,
686,14,2,12,0,Teri Meherbaniyan,1985,
687,16,5,11,0,"Trikal Past, Present, Future",1985,
688,28,5,23,0,Yudh,1985,
689,30,9,21,0,Zabardast,1985,
690,28,4,24,0,Aakhree Raasta,1986,
691,25,6,19,0,Allah-Rakha,1986,
692,27,8,19,0,Amrit,1986,
693,15,4,11,0,Ankush,1986,
694,11,5,6,0,Anubhav,1986,
695,18,5,13,0,Baat Ban Jaye,1986,
696,23,9,14,0,Bhagwaan Dada,1986,
697,27,7,20,0,Chameli Ki Shaadi,1986,
698,20,8,12,0,Dharm Adhikari,1986,
699,21,8,13,0,Dilwaala,1986,
700,22,8,14,0,Ek Chadar Maili Si,1986,
701,17,7,10,0,Gandhinagar 2nd Street,1986,
702,3,1,2,0,Genesis,1986,
703,20,4,16,0,Ilzaam,1986,
704,23,6,17,0,Jaal,1986,
705,26,9,17,0,Janbaaz,1986,
706,25,9,16,0,Karma,1986,
707,15,3,12,0,Khamosh,1986,
708,6,3,3,0,Kondaveeti Raja,1986,
709,14,5,9,0,Love 86,1986,
710,39,7,32,0,Naam,1986,
711,21,8,13,0,Nagina,1986,
712,6,3,3,0,Naseeb Apna Apna,1986,
713,13,2,11,0,New Delhi Times,1986,
714,13,2,11,0,Peechha Karro,1986,
715,4,3,1,0,Punnagai Mannan,1986,
716,14,4,10,0,Qatl,1986,
717,17,4,13,0,Samundar,1986,
718,17,4,13,0,Sri Shirdi Saibaba Mahathyam,1986,
719,13,7,6,0,Swarag Se Sunder,1986,
720,14,6,8,0,Swati,1986,
721,19,5,14,0,Tahkhana,1986,
722,14,5,9,0,Vikram,1986,
723,18,2,16,0,'Kaash',1987,
724,17,4,13,0,Aag Hi Aag,1987,
725,10,2,8,0,Aaj,1987,
726,15,7,8,0,Andhaa Yudh,1987,
727,17,7,10,0,Aulad,1987,
728,18,6,12,0,Dacait,1987,
729,28,7,21,0,Dance Dance,1987,
730,22,8,14,0,Hifazat,1987,
731,31,8,23,0,Hukumat,1987,
732,11,5,6,0,Ijaazat,1987,
733,22,3,19,0,Imaandaar,1987,
734,13,2,11,0,Inaam Dus Hazaar,1987,
735,18,4,14,0,Insaaf,1987,
736,17,3,14,0,Jalwa,1987,
737,5,2,3,0,Kaadhal Parisu,1987,
738,33,7,26,0,Khudgarz,1987,
739,25,2,23,0,Loha,1987,
740,35,7,28,0,Marte Dam Tak,1987,
741,6,2,4,0,Massey Sahib,1987,
742,14,6,8,0,Mirch Masala,1987,
743,9,2,7,0,Mohre,1987,
744,24,4,20,0,Mr. India,1987,
745,8,2,6,0,Nayakan,1987,
746,20,7,13,0,Nazrana,1987,
747,13,2,11,0,New Delhi,1987,
748,27,7,20,0,Pratighaat,1987,
749,14,6,8,0,Sansar,1987,
750,28,5,23,0,Satyamev Jayate,1987,
751,11,3,8,0,Sindoor,1987,
752,18,7,11,0,Superman,1987,
753,13,7,6,0,Uttar Dakshin,1987,
754,19,7,12,0,Watan Ke Rakhwale,1987,
755,23,5,18,0,Aakhri Adaalat,1988,
756,11,5,6,0,Aryan,1988,
757,14,4,10,0,Bees Saal Baad,1988,
758,17,6,11,0,Biwi Ho To Aisi,1988,
759,30,4,26,0,Commando,1988,
760,13,5,8,0,Daisy,1988,
761,23,7,16,0,Dariya Dil,1988,
762,17,5,12,0,Dayavan,1988,
763,22,5,17,0,Gangaa Jamunaa Saraswathi,1988,
764,13,8,5,0,Ghar Ghar Ki Kahani,1988,
765,24,8,16,0,Hatya,1988,
766,20,2,18,0,Hero Hiralal,1988,
767,14,5,9,0,Inteqam,1988,
768,26,4,22,0,Jeete Hain Shaan Se,1988,
769,30,5,25,0,Kabzaa,1988,
770,38,12,26,0,Khatron Ke Khiladi,1988,
771,22,8,14,0,Khoon Bhari Maang,1988,
772,27,5,22,0,Maalamaal,1988,
773,6,2,4,0,Om Dar-B-Dar,1988,
774,10,3,7,0,Paap Ki Duniya,1988,
775,7,3,4,0,Pestonjee,1988,
776,23,7,16,0,Pyar Ka Mandir,1988,
777,31,10,21,0,Qayamat Se Qayamat Tak,1988,
778,22,4,18,0,Ram-Avtar,1988,
779,37,17,20,0,Rihaee,1988,
780,45,9,36,0,Salaam Bombay!,1988,
781,43,8,35,0,Shahenshah,1988,
782,25,7,18,0,Sone Pe Suhaaga,1988,
783,32,8,24,0,Tezaab,1988,
784,26,4,22,0,The Deceivers,1988,
785,9,3,6,0,Vaishali,1988,
786,25,8,17,0,Veerana,1988,
787,15,6,9,0,Vijay,1988,
788,29,12,17,0,Waaris,1988,
789,14,5,9,0,Waqt Ki Awaz,1988,
790,10,5,5,0,Yateem,1988,
791,20,6,14,0,Zalzala,1988,
792,13,4,9,0,Apoorva Sagodharargal,1989,
793,4,2,2,0,Bagh Bahadur,1989,
794,11,7,4,0,Bahurani,1989,
795,13,5,8,0,Batwara,1989,
796,27,9,18,0,Bhrashtachar,1989,
797,11,3,8,0,Chaalbaaz,1989,
798,19,11,8,0,Chandni,1989,
799,24,7,17,0,Clerk,1989,
800,20,7,13,0,Do Qaidi,1989,
801,29,12,17,0,Eeshwar,1989,
802,8,4,4,0,Ek Din Achanak,1989,
803,28,5,23,0,Elaan-E-Jung,1989,
804,30,13,17,0,Gair Kaanooni,1989,
805,10,3,7,0,Ghar Ka Chiraag,1989,
806,17,6,11,0,Gharana,1989,
807,28,5,23,0,Guru,1989,
808,9,4,5,0,Hathyar,1989,
809,34,5,29,0,Ilaaka,1989,
810,7,3,4,0,Indrudu Chandrudu,1989,
811,23,4,19,0,Jaadugar,1989,
812,22,5,17,0,Jaisi Karni Waisi Bharni,1989,
813,29,5,24,0,Joshilaay,1989,
814,16,4,12,0,Kala Bazaar,1989,
815,16,10,6,0,Kamla Ki Maut,1989,
816,16,7,9,0,Kanoon Apna Apna,1989,
817,9,5,4,0,Khoj,1989,
818,19,4,15,0,Love Love Love,1989,
819,21,2,19,0,Main Azaad Hoon,1989,
820,27,5,22,0,Maine Pyar Kiya,1989,
821,19,8,11,0,Marhi Da Deeva,1989,
822,43,12,31,0,Mujrim,1989,
823,23,10,13,0,Nigahen: Nagina Part II,1989,
824,32,2,30,0,Parinda,1989,
825,19,6,13,0,Prem Pratigyaa,1989,
826,29,12,17,0,Purani Haveli,1989,
827,4,2,2,0,Raakh,1989,
828,16,6,10,0,Rakhwala,1989,
829,21,5,16,0,Ram Lakhan,1989,
830,7,2,5,0,Rudranetra,1989,
831,20,3,17,0,Salim Langde Pe Mat Ro,1989,
832,37,7,30,0,Shiva,1989,
833,9,5,4,0,State Rowdy,1989,
834,10,3,7,0,Taaqatwar,1989,
835,35,6,29,0,Toofan,1989,
836,41,9,32,0,Tridev,1989,
837,19,6,13,0,Vardi,1989,
838,7,3,4,0,Vetri Vizha,1989,
839,24,3,21,0,Aag Ka Gola,1990,
840,15,4,11,0,Aaj Ka Arjun,1990,
841,14,3,11,0,Aashiqui,1990,
842,18,6,12,0,Adisaya Piravi,1990,
843,29,9,20,0,Agneepath,1990,
844,9,4,5,0,Anjali,1990,
845,18,3,15,0,Awaargi,1990,
846,25,4,21,0,Awwal Number,1990,
847,28,7,21,0,Baaghi: A Rebel for Love,1990,
848,20,4,16,0,Baap Numbri Beta Dus Numbri,1990,
849,17,8,9,0,Bandh Darwaza,1990,
850,16,3,13,0,C.I.D.,1990,
851,14,5,9,0,Deewana Mujh Sa Nahin,1990,
852,27,6,21,0,Dil,1990,
853,22,4,18,0,Disha,1990,
854,26,7,19,0,Doodh Ka Karz,1990,
855,22,11,11,0,Drishti,1990,
856,38,5,33,0,Ek Doctor Ki Maut,1990,
857,20,8,12,0,Ghar Ho To Aisa,1990,
858,30,8,22,0,Ghayal,1990,
859,16,4,12,0,Haatim Tai,1990,
860,20,7,13,0,Izzatdaar,1990,
861,11,4,7,0,Jamai Raja,1990,
862,22,8,14,0,Jawani Zindabad,1990,
863,20,5,15,0,Jeevan Ek Sanghursh,1990,
864,17,5,12,0,Jurm,1990,
865,30,4,26,0,Khatarnaak,1990,
866,18,4,14,0,Kishen Kanhaiya,1990,
867,27,6,21,0,Kroadh,1990,
868,11,4,7,0,Lekin...,1990,
869,21,4,17,0,Maha-Sangram,1990,
870,12,5,7,0,Michael Madana Kamarajan,1990,
871,21,7,14,0,Police Public,1990,
872,10,3,7,0,Pratibandh,1990,
873,21,10,11,0,Pyar Ka Devta,1990,
874,30,8,22,0,Sailaab,1990,
875,9,3,6,0,Sheshnaag,1990,
876,28,7,21,0,Swarg,1990,
877,36,9,27,0,Thanedaar,1990,
878,16,3,13,0,Thodasa Roomani Ho Jaayen,1990,
879,27,12,15,0,Tum Mere Ho,1990,
880,15,6,9,0,Zahreelay,1990,
881,15,4,11,0,100 Days,1991,
882,8,3,5,0,Abhimanyu,1991,
883,19,10,9,0,Afsana Pyar Ka,1991,
884,26,5,21,0,Ajooba,1991,
885,25,8,17,0,Akayla,1991,
886,7,2,5,0,Antarnaad,1991,
887,18,5,13,0,Banjaran,1991,
888,16,4,12,0,Benaam Badsha,1991,
889,13,6,7,0,Bhabhi,1991,
890,5,2,3,0,Captain Prabhakaran,1991,
891,16,3,13,0,Dancer,1991,
892,7,2,5,0,Diksha,1991,
893,20,4,16,0,Dil Hai Ki Manta Nahin,1991,
894,50,7,43,0,Farishtay,1991,
895,25,10,15,0,Henna,1991,
896,18,8,10,0,Hum,1991,
897,18,5,13,0,Indrajeet,1991,
898,24,7,17,0,Inspector Balram,1991,
899,17,5,12,0,Karz Chukana Hai,1991,
900,17,10,7,0,Khilaaf,1991,
901,24,7,17,0,Khoon Ka Karz,1991,
902,16,5,11,0,Kurbaan,1991,
903,10,5,5,0,Lamhe,1991,
904,8,3,5,0,Love,1991,
905,28,6,22,0,Narasimha,1991,
906,14,2,12,0,Patthar Ke Phool,1991,
907,33,8,25,0,Phool Aur Kaante,1991,
908,12,4,8,0,Phool Bane Angaarey,1991,
909,11,2,9,0,Prahaar: The Final Attack,1991,
910,29,9,20,0,Pratikar,1991,
911,6,2,4,0,Prem Qaidi,1991,
912,19,7,12,0,Saajan,1991,
913,22,1,21,0,Saathi,1991,
914,16,1,15,0,Sadak,1991,
915,16,4,12,0,Sanam Bewafa,1991,
916,23,7,16,0,Saudagar,1991,
917,23,8,15,0,Saugandh,1991,
918,7,3,4,0,Shanti Kranti,1991,
919,18,7,11,0,Stoovertpuram Police Station,1991,
920,28,4,24,0,Trinetra,1991,
921,15,4,11,0,Yodha,1991,
922,19,6,13,0,Aaj Ka Goonda Raaj,1992,
923,16,2,14,0,Adharm,1992,
924,24,5,19,0,Angaar,1992,
925,9,2,7,0,Ashwamedham,1992,
926,19,6,13,0,Balwaan,1992,
927,14,4,10,0,Bekhudi,1992,
928,32,8,24,0,Beta,1992,
929,11,4,7,0,Bewaffa Se Waffa,1992,
930,25,4,21,0,Bol Radha Bol,1992,
931,33,8,25,0,Chamatkar,1992,
932,3,2,1,0,Cheluvi,1992,
933,12,4,8,0,Daulat Ki Jung,1992,
934,38,11,27,0,Deedar,1992,
935,22,10,12,0,Deewana,1992,
936,14,3,11,0,Dharavi,1992,
937,22,9,13,0,Dil Aashna Hai ...The Heart Knows,1992,
938,9,3,6,0,Dil Hi To Hai,1992,
939,18,4,14,0,Dil Ka Kya Kasoor,1992,
940,12,4,8,0,Drohi,1992,
941,18,5,13,0,Ek Hota Vidushak,1992,
942,14,2,12,0,Ek Ladka Ek Ladki,1992,
943,38,14,24,0,Heer Ranjha,1992,
944,14,4,10,0,Isi Ka Naam Zindagi,1992,
945,21,5,16,0,Jaan Se Pyaara,1992,
946,15,7,8,0,Jaan Tere Naam,1992,
947,23,6,17,0,Jigar,1992,
948,23,7,16,0,Jo Jeeta Wohi Sikandar,1992,
949,11,2,9,0,Junoon,1992,
950,19,4,15,0,Khel,1992,
951,28,5,23,0,Khiladi,1992,
952,19,6,13,0,Khuda Gawah,1992,
953,13,6,7,0,Killer,1992,
954,16,5,11,0,Maa,1992,
955,18,7,11,0,Mr. Bond,1992,
956,15,6,9,0,Muskurahat,1992,
957,23,8,15,0,Nishchaiy,1992,
958,17,3,14,0,Prem Deewane,1992,
959,14,4,10,0,Raat,1992,
960,11,3,8,0,Radha Ka Sangam,1992,
961,30,3,27,0,Raju Ban Gaya Gentleman,1992,
962,9,5,4,0,Roja,1992,
963,4,1,3,0,Rowdy Inspector,1992,
964,16,6,10,0,Saatwan Aasman,1992,
965,15,4,11,0,Sahebzaade,1992,
966,9,3,6,0,Sangeet,1992,
967,12,5,7,0,Sapne Saajan Ke,1992,
968,17,5,12,0,Shola Aur Shabnam,1992,
969,24,11,13,0,Suraj Ka Satvan Ghoda,1992,
970,19,4,15,0,Suryavanshi,1992,
971,31,6,25,0,Tahalka,1992,
972,24,5,19,0,Tirangaa,1992,
973,27,10,17,0,Vansh,1992,
974,19,4,15,0,Virodhi,1992,
975,44,8,36,0,Vishwatma,1992,
976,9,4,5,0,Yaad Rakhegi Duniya,1992,
977,17,6,11,0,Yalgaar,1992,
978,29,8,21,0,Zindagi Ek Juaa,1992,
979,23,7,16,0,Zulm Ki Hukumat,1992,
980,25,5,20,0,Aadmi,1993,
981,10,4,6,0,Aadmi Khilona Hai,1993,
982,10,4,6,0,Aaina,1993,
983,33,8,25,0,Aankhen,1993,
984,18,5,13,0,Aashik Aawara,1993,
985,19,10,9,0,Aasoo Bane Angaarey,1993,
986,7,2,5,0,Anari,1993,
987,15,5,10,0,Anmol,1993,
988,8,2,6,0,Ashaant,1993,
989,28,8,20,0,Baazigar,1993,
990,23,6,17,0,Bedardi,1993,
991,15,5,10,0,Chandra Mukhi,1993,
992,30,4,26,0,Dalaal,1993,
993,20,6,14,0,Damini,1993,
994,9,4,5,0,Darr,1993,
995,11,4,7,0,Dhanwaan,1993,
996,10,3,7,0,Dil Hai Betaab,1993,
997,28,6,22,0,Dil Ki Baazi,1993,
998,27,8,19,0,Dil Tera Aashiq,1993,
999,26,7,19,0,Divya Shakti,1993,
1000,9,1,8,0,Ek Hi Raasta,1993,
1001,15,4,11,0,Gardish,1993,
1002,13,5,8,0,Govindha Govindha,1993,
1003,19,6,13,0,Gumrah,1993,
1004,12,4,8,0,Gunaah,1993,
1005,21,3,18,0,Gurudev,1993,
1006,30,7,23,0,Hum Hain Kamaal Ke,1993,
1007,20,5,15,0,Hum Hain Rahi Pyar Ke,1993,
1008,14,6,8,0,Izzat Ki Roti,1993,
1009,32,3,29,0,Jaagruti,1993,
1010,5,3,2,0,Kalaignan,1993,
1011,9,2,7,0,Karamati Coat,1993,
1012,20,4,16,0,Kayda Kanoon,1993,
1013,39,6,33,0,Khal Nayak,1993,
1014,6,4,2,0,Khal-Naaikaa,1993,
1015,27,8,19,0,King Uncle,1993,
1016,12,5,7,0,Kshatriya,1993,
1017,13,2,11,0,Lootere,1993,
1018,14,6,8,0,Mahakaal,1993,
1019,16,2,14,0,Maya,1993,
1020,11,3,8,0,Muqabla,1993,
1021,10,3,7,0,Mutamestri,1993,
1022,12,5,7,0,Parampara,1993,
1023,21,3,18,0,Pehchaan,1993,
1024,26,4,22,0,Pehla Nasha,1993,
1025,14,3,11,0,Phir Teri Kahani Yaad Aayee,1993,
1026,16,7,9,0,Phool,1993,
1027,32,3,29,0,Phool Aur Angaar,1993,
1028,17,5,12,0,Platform,1993,
1029,18,8,10,0,Rang,1993,
1030,35,8,27,0,Roop Ki Rani Choron Ka Raja,1993,
1031,17,6,11,0,Rudaali,1993,
1032,25,10,15,0,Sahibaan,1993,
1033,25,4,21,0,Sainik,1993,
1034,13,4,9,0,Sangram,1993,
1035,21,8,13,0,Sardar,1993,
1036,11,3,8,0,Shaktiman,1993,
1037,26,7,19,0,Shatranj,1993,
1038,7,3,4,0,Shreemaan Aashique,1993,
1039,21,3,18,0,Sir,1993,
1040,10,2,8,0,Tadipaar,1993,
1041,23,5,18,0,Waqt Hamara Hai,1993,
1042,13,3,10,0,Zapatlela,1993,
1043,30,4,26,0,1942: A Love Story,1994,
1044,15,3,12,0,Aa Gale Lag Jaa,1994,
1045,17,4,13,0,Aag,1994,
1046,15,5,10,0,Aao Pyaar Karen,1994,
1047,22,3,19,0,Aatish: Feel the Fire,1994,
1048,28,6,22,0,Amaanat,1994,
1049,19,4,15,0,Andaz,1994,
1050,16,3,13,0,Andaz Apna Apna,1994,
1051,15,6,9,0,Anjaam,1994,
1052,12,4,8,0,Anth,1994,
1053,58,9,49,0,Bandit Queen,1994,
1054,16,6,10,0,Bhairava Dweepam,1994,
1055,17,7,10,0,Chaand Kaa Tukdaa,1994,
1056,20,7,13,0,Cheetah,1994,
1057,13,5,8,0,Chung Hing sam lam,1994,
1058,29,5,24,0,Dilwale,1994,
1059,23,4,19,0,Droh Kaal,1994,
1060,8,1,7,0,Duet,1994,
1061,39,10,29,0,Dulaara,1994,
1062,34,8,26,0,Eena Meena Deeka,1994,
1063,31,3,28,0,Ekka Raja Rani,1994,
1064,13,3,10,0,Elaan,1994,
1065,14,4,10,0,Gopi Kishan,1994,
1066,35,14,21,0,Hum Aapke Hain Koun...!,1994,
1067,21,3,18,0,Hum Hain Bemisaal,1994,
1068,25,7,18,0,Ikke Pe Ikka,1994,
1069,13,3,10,0,Imtihaan,1994,
1070,59,14,45,0,In Custody,1994,
1071,23,7,16,0,Insaniyat,1994,
1072,11,3,8,0,Jai Kishen,1994,
1073,22,8,14,0,Kabhi Haan Kabhi Naa,1994,
1074,14,3,11,0,Kanoon,1994,
1075,13,3,10,0,Khuddar,1994,
1076,35,7,28,0,Krantiveer,1994,
1077,18,6,12,0,Laadla,1994,
1078,14,4,10,0,Madam X,1994,
1079,6,2,4,0,Madhosh,1994,
1080,23,6,17,0,Main Khiladi Tu Anari,1994,
1081,19,6,13,0,Mammo,1994,
1082,40,8,32,0,Mohra,1994,
1083,25,5,20,0,Mr. Azaad,1994,
1084,20,5,15,0,Naaraaz,1994,
1085,16,5,11,0,Pehla Pehla Pyar,1994,
1086,14,3,11,0,Prem Shakti,1994,
1087,17,8,9,0,Professor Ki Padosan,1994,
1088,17,4,13,0,Raja Babu,1994,
1089,12,6,6,0,Saajan Ka Ghar,1994,
1090,20,4,16,0,Sangdil Sanam,1994,
1091,18,4,14,0,Suhaag,1994,
1092,20,7,13,0,Teesra Kaun?,1994,
1093,11,4,7,0,Tejasvini,1994,
1094,6,2,4,0,The Gentleman,1994,
1095,20,9,11,0,Udhaar Ki Zindagi,1994,
1096,11,4,7,0,Vijaypath,1994,
1097,10,5,5,0,Vivekananda,1994,
1098,10,4,6,0,Yaar Gaddar,1994,
1099,27,12,15,0,Yeh Dillagi,1994,
1100,27,8,19,0,Zaalim,1994,
1101,29,11,18,0,Zakhmi Dil,1994,
1102,15,4,11,0,Zamane Se Kya Darna,1994,
1103,32,7,25,0,Aatank Hi Aatank,1995,
1104,23,7,16,0,Akele Hum Akele Tum,1995,
1105,18,4,14,0,Andolan,1995,
1106,8,1,7,0,Angrakshak,1995,
1107,19,4,15,0,Baasha,1995,
1108,15,4,11,0,Baazi,1995,
1109,38,5,33,0,Barsaat,1995,
1110,34,9,25,0,Bewafa Sanam,1995,
1111,25,11,14,0,Bombay,1995,
1112,19,5,14,0,Coolie No. 1,1995,
1113,26,7,19,0,Criminal,1995,
1114,22,13,9,0,Dilwale Dulhania Le Jayenge,1995,
1115,25,8,17,0,Dushmani: A Violent Love Story,1995,
1116,19,5,14,0,Gaddaar,1995,
1117,13,2,11,0,Gambler,1995,
1118,25,5,20,0,Ghatotkachudu,1995,
1119,19,5,14,0,Guddu,1995,
1120,16,7,9,0,Gundaraj,1995,
1121,12,4,8,0,Haathkadi,1995,
1122,16,4,12,0,Haqeeqat,1995,
1123,20,3,17,0,Hulchul,1995,
1124,18,2,16,0,Hum Dono,1995,
1125,27,9,18,0,Jai Vikraanta,1995,
1126,16,6,10,0,Jallaad,1995,
1127,25,4,21,0,Karan Arjun,1995,
1128,13,3,10,0,Khilona Bana Khalnayak,1995,
1129,13,5,8,0,Maanthrikam,1995,
1130,15,4,11,0,Maidan-E-Jung,1995,
1131,14,6,8,0,Mera Damad,1995,
1132,10,2,8,0,Milan,1995,
1133,13,5,8,0,Muthu,1995,
1134,20,6,14,0,Naajayaz,1995,
1135,4,2,2,0,Naseem,1995,
1136,16,3,13,0,Nazar Ke Samne,1995,
1137,32,6,26,0,Oh Darling Yeh Hai India,1995,
1138,14,3,11,0,Paandav,1995,
1139,35,8,27,0,Prem,1995,
1140,11,3,8,0,Raasaiyya,1995,
1141,27,5,22,0,Raghuveer,1995,
1142,24,6,18,0,Raja,1995,
1143,33,4,29,0,Ram Jaane,1995,
1144,19,4,15,0,Ram Shastra,1995,
1145,16,4,12,0,Rangeela,1995,
1146,14,2,12,0,Ravan Raaj: A True Story,1995,
1147,18,3,15,0,Sabse Bada Khiladi,1995,
1148,10,3,7,0,Surakshaa,1995,
1149,27,4,23,0,Taaqat,1995,
1150,14,4,10,0,Takkar,1995,
1151,23,9,14,0,Taqdeerwala,1995,
1152,6,1,5,0,Target,1995,
1153,20,9,11,0,Tarpan The Absolution,1995,
1154,13,3,10,0,The Don,1995,
1155,13,4,9,0,Trimurti,1995,
1156,29,8,21,0,Veergati,1995,
1157,14,4,10,0,Yaraana,1995,
1158,11,4,7,0,Zamaana Deewana,1995,
1159,18,4,14,0,Aatank,1996,
1160,12,3,9,0,Agni Sakshi,1996,
1161,22,7,15,0,Ajay,1996,
1162,29,8,21,0,Army,1996,
1163,20,9,11,0,Bal Bramhachari,1996,
1164,23,6,17,0,Bambai Ka Babu,1996,
1165,20,7,13,0,Beavis and Butt-Head Do America,1996,
1166,27,5,22,0,Chaahat,1996,
1167,30,5,25,0,Chhote Sarkar,1996,
1168,21,9,12,0,Daayraa,1996,
1169,35,9,26,0,Daraar,1996,
1170,11,2,9,0,Dastak,1996,
1171,13,2,11,0,Dil Tera Diwana,1996,
1172,12,4,8,0,Diljale,1996,
1173,18,5,13,0,Dushman Duniya Ka,1996,
1174,24,5,19,0,Ek Tha Raja,1996,
1175,12,4,8,0,Fareb,1996,
1176,20,8,12,0,Fire,1996,
1177,40,7,33,0,Ghatak: Lethal,1996,
1178,3,1,2,0,Halo,1996,
1179,12,3,9,0,Himmat,1996,
1180,14,7,7,0,Indian,1996,
1181,6,2,4,0,Indira Priyanka,1996,
1182,8,2,6,0,Is Raat Ki Subah Nahin,1996,
1183,22,7,15,0,Jaan,1996,
1184,20,3,17,0,Jeet,1996,
1185,9,4,5,0,Jung,1996,
1186,6,2,4,0,Kadhal Desam,1996,
1187,19,2,17,0,Kala Pani,1996,
1188,5,1,4,0,Kalloori Vaasal,1996,
1189,16,6,10,0,Khamoshi: The Musical,1996,
1190,19,6,13,0,Khiladiyon Ka Khiladi,1996,
1191,32,6,26,0,Krishna,1996,
1192,29,5,24,0,Loafer,1996,
1193,25,3,22,0,Maachis,1996,
1194,10,3,7,0,Masoom,1996,
1195,17,9,8,0,Mr. Bechara,1996,
1196,5,2,3,0,Mr. Romeo,1996,
1197,16,5,11,0,Ninne Pelladatha,1996,
1198,10,3,7,0,Papa Kahte Hain,1996,
1199,15,4,11,0,Papi Gudia,1996,
1200,19,9,10,0,Playback,1996,
1201,25,11,14,0,PremGranth,1996,
1202,1,1,0,0,Raja Aur Rangeeli,1996,
1203,15,6,9,0,Raja Hindustani,1996,
1204,18,6,12,0,Rajkumar,1996,
1205,15,4,11,0,Rakshak,1996,
1206,28,6,22,0,Return of Jewel Thief,1996,
1207,25,6,19,0,Saajan Chale Sasural,1996,
1208,4,2,2,0,Sahasa Veerudu Sagara Kanya,1996,
1209,11,3,8,0,Sanshodhan,1996,
1210,16,4,12,0,Sapoot,1996,
1211,22,7,15,0,Sardari Begum,1996,
1212,27,7,20,0,Shastra,1996,
1213,27,4,23,0,Tere Mere Sapne,1996,
1214,22,1,21,0,The Ghost and the Darkness,1996,
1215,15,4,11,0,Tu Chor Main Sipahi,1996,
1216,23,3,20,0,Vijeta,1996,
1217,12,1,11,0,Vishwasghaat,1996,
1218,14,3,11,0,Yeh Majhdhaar,1996,
1219,13,9,4,0,...Aur Pyaar Ho Gaya,1997,
1220,18,1,17,0,Aar Ya Paar,1997,
1221,22,10,12,0,Aastha: In the Prison of Spring,1997,
1222,19,6,13,0,Aflatoon,1997,
1223,21,4,17,0,Auzaar,1997,
1224,6,2,4,0,Banarasi Babu,1997,
1225,25,6,19,0,Betaabi,1997,
1226,16,3,13,0,Bhai,1997,
1227,27,4,23,0,Border,1997,
1228,20,8,12,0,Chachi 420,1997,
1229,14,3,11,0,Daava,1997,
1230,6,4,2,0,Dance of the Wind,1997,
1231,15,2,13,0,Daud: Fun on the Run,1997,
1232,21,7,14,0,Deewana Mastana,1997,
1233,19,4,15,0,Dhaal: The Battle of Law Against Law,1997,
1234,15,8,7,0,Dil To Pagal Hai,1997,
1235,22,5,17,0,Ghulam-E-Musthafa,1997,
1236,11,5,6,0,Gudgudee,1997,
1237,37,6,31,0,Gupt: The Hidden Truth,1997,
1238,12,2,10,0,Hameshaa,1997,
